source,native,name,p_value
GO:BP,GO:0000278,mitotic cell cycle,1.0343687882195228e-12
GO:BP,GO:0007049,cell cycle,1.3826163877265073e-11
GO:BP,GO:0006259,DNA metabolic process,3.231064455785803e-11
GO:BP,GO:0006996,organelle organization,1.170227119097683e-09
GO:BP,GO:0051276,chromosome organization,2.0487501914328588e-08
GO:BP,GO:1903047,mitotic cell cycle process,3.088201267280995e-08
GO:BP,GO:0022402,cell cycle process,1.10118352463807e-06
GO:BP,GO:0016043,cellular component organization,2.785420272034395e-06
GO:BP,GO:0071840,cellular component organization or biogenesis,8.336281061216147e-06
GO:BP,GO:0006260,DNA replication,1.1727868161770736e-05
GO:CC,GO:0005654,nucleoplasm,2.4609393994412695e-10
GO:CC,GO:0005694,chromosome,2.115554140026347e-08
GO:CC,GO:0098687,chromosomal region,4.893372608160385e-08
GO:CC,GO:0031974,membrane-enclosed lumen,1.433534983611877e-07
GO:CC,GO:0043233,organelle lumen,1.433534983611877e-07
GO:CC,GO:0070013,intracellular organelle lumen,1.433534983611877e-07
GO:CC,GO:0031981,nuclear lumen,1.655015734641507e-07
GO:CC,GO:0000228,nuclear chromosome,2.117894917801095e-06
GO:CC,GO:0005634,nucleus,6.006635393378181e-06
GO:CC,GO:0000793,condensed chromosome,2.0352311671955982e-05
GO:MF,GO:0003697,single-stranded DNA binding,1.4201441873376202e-05
GO:MF,GO:0005515,protein binding,4.0903808915989745e-05
GO:MF,GO:0097100,supercoiled DNA binding,0.000319190424514541
GO:MF,GO:0003682,chromatin binding,0.0003467165515162114
GO:MF,GO:0097367,carbohydrate derivative binding,0.003042753615346501
GO:MF,GO:1901363,heterocyclic compound binding,0.003559952191688219
GO:MF,GO:0035639,purine ribonucleoside triphosphate binding,0.003883031784407864
GO:MF,GO:0000166,nucleotide binding,0.004358933855361591
GO:MF,GO:1901265,nucleoside phosphate binding,0.004392170745292894
GO:MF,GO:0032555,purine ribonucleotide binding,0.006663115389750503
KEGG,KEGG:05014,Amyotrophic lateral sclerosis,0.0009739202767525305
KEGG,KEGG:05016,Huntington disease,0.001310484574669684
KEGG,KEGG:05012,Parkinson disease,0.0028002405515200795
KEGG,KEGG:05020,Prion disease,0.0033393773704966955
KEGG,KEGG:04110,Cell cycle,0.004184392064689327
KEGG,KEGG:03030,DNA replication,0.005883758453663991
KEGG,KEGG:01232,Nucleotide metabolism,0.014228909709539965
KEGG,KEGG:00240,Pyrimidine metabolism,0.035812407218741064
KEGG,KEGG:05010,Alzheimer disease,0.04498283541385485
