source,native,name,p_value
GO:BP,GO:0002376,immune system process,1.0550943549190285e-36
GO:BP,GO:0046649,lymphocyte activation,3.42629161518939e-36
GO:BP,GO:0006955,immune response,1.8370100898298388e-35
GO:BP,GO:0045321,leukocyte activation,3.900527850408975e-34
GO:BP,GO:0001775,cell activation,3.0338159506013156e-30
GO:BP,GO:0002682,regulation of immune system process,1.4406480827601464e-26
GO:BP,GO:0002684,positive regulation of immune system process,7.458308149655934e-25
GO:BP,GO:0042113,B cell activation,9.893874629590307e-24
GO:BP,GO:0051249,regulation of lymphocyte activation,3.157180384189799e-21
GO:BP,GO:0048518,positive regulation of biological process,3.772318739104998e-21
GO:CC,GO:0009897,external side of plasma membrane,7.846392461882452e-22
GO:CC,GO:0009986,cell surface,6.227847471843521e-17
GO:CC,GO:0098552,side of membrane,1.1769335187130225e-16
GO:CC,GO:0031982,vesicle,2.866904145603202e-12
GO:CC,GO:0005576,extracellular region,5.434456045504158e-10
GO:CC,GO:0071944,cell periphery,8.144577198511562e-10
GO:CC,GO:0005886,plasma membrane,4.773239503718764e-09
GO:CC,GO:0070062,extracellular exosome,1.993078114882494e-08
GO:CC,GO:1903561,extracellular vesicle,3.0984274553627156e-08
GO:CC,GO:0043230,extracellular organelle,3.1553895050678744e-08
GO:MF,GO:0005515,protein binding,4.997610069166242e-12
GO:MF,GO:0140375,immune receptor activity,5.593060555462962e-07
GO:MF,GO:0023023,MHC protein complex binding,3.3108442706003227e-05
GO:MF,GO:0023024,MHC class I protein complex binding,0.00024010570941114903
GO:MF,GO:0019899,enzyme binding,0.0004437566124112704
GO:MF,GO:0004911,interleukin-2 receptor activity,0.0006220899051063224
GO:MF,GO:0019976,interleukin-2 binding,0.0006220899051063224
GO:MF,GO:0042802,identical protein binding,0.0009808909370576857
GO:MF,GO:0004896,cytokine receptor activity,0.0010310040812444746
GO:MF,GO:0015026,coreceptor activity,0.001621569276301472
KEGG,KEGG:05340,Primary immunodeficiency,6.730645601979715e-10
KEGG,KEGG:04640,Hematopoietic cell lineage,1.8476092702909065e-07
KEGG,KEGG:04650,Natural killer cell mediated cytotoxicity,8.599464186551752e-07
KEGG,KEGG:04060,Cytokine-cytokine receptor interaction,7.556917996853563e-05
KEGG,KEGG:04658,Th1 and Th2 cell differentiation,0.000130973033683233
KEGG,KEGG:05166,Human T-cell leukemia virus 1 infection,0.00018027232397541194
KEGG,KEGG:04660,T cell receptor signaling pathway,0.00027165477351940854
KEGG,KEGG:04662,B cell receptor signaling pathway,0.0004947370995181014
KEGG,KEGG:04514,Cell adhesion molecules,0.0005349987656056779
KEGG,KEGG:05202,Transcriptional misregulation in cancer,0.001081875572997275
