source,native,name,p_value
GO:BP,GO:0006996,organelle organization,0.015359547312471222
GO:BP,GO:0006518,peptide metabolic process,0.024377125230520474
GO:BP,GO:0009157,deoxyribonucleoside monophosphate biosynthetic process,0.030023552905732553
GO:CC,GO:0005737,cytoplasm,2.7001192651977545e-14
GO:CC,GO:0005829,cytosol,2.3513001540514993e-07
GO:CC,GO:0043226,organelle,3.0451183373854454e-07
GO:CC,GO:0005740,mitochondrial envelope,7.331272115460837e-07
GO:CC,GO:0031967,organelle envelope,1.0748198789138871e-06
GO:CC,GO:0031975,envelope,1.0748198789138871e-06
GO:CC,GO:0031966,mitochondrial membrane,5.951225782072704e-06
GO:CC,GO:0043227,membrane-bounded organelle,1.682382298450548e-05
GO:CC,GO:0005743,mitochondrial inner membrane,2.8322552998689498e-05
GO:CC,GO:0043229,intracellular organelle,4.095488911947904e-05
GO:MF,GO:0005515,protein binding,6.871261530250502e-05
GO:MF,GO:0070181,small ribosomal subunit rRNA binding,0.017131040049900896
KEGG,KEGG:03010,Ribosome,0.001996477683761579
KEGG,KEGG:05012,Parkinson disease,0.006116656859271533
