source,native,name,p_value
GO:BP,GO:1901564,organonitrogen compound metabolic process,4.682080680697676e-06
GO:BP,GO:0019646,aerobic electron transport chain,7.865695601528767e-06
GO:BP,GO:0042775,mitochondrial ATP synthesis coupled electron transport,1.784545222510718e-05
GO:BP,GO:0042773,ATP synthesis coupled electron transport,1.784545222510718e-05
GO:BP,GO:0019538,protein metabolic process,5.057965548264065e-05
GO:BP,GO:0009206,purine ribonucleoside triphosphate biosynthetic process,5.839394165617933e-05
GO:BP,GO:0006119,oxidative phosphorylation,5.911742933536398e-05
GO:BP,GO:0009145,purine nucleoside triphosphate biosynthetic process,6.355842645195947e-05
GO:BP,GO:0002376,immune system process,7.016855998020691e-05
GO:BP,GO:0009201,ribonucleoside triphosphate biosynthetic process,9.591462726735575e-05
GO:CC,GO:0005737,cytoplasm,6.738197369546612e-10
GO:CC,GO:0070062,extracellular exosome,8.701186791024968e-09
GO:CC,GO:1903561,extracellular vesicle,1.2916015771800741e-08
GO:CC,GO:0043230,extracellular organelle,1.312852686872747e-08
GO:CC,GO:0065010,extracellular membrane-bounded organelle,1.312852686872747e-08
GO:CC,GO:0140534,endoplasmic reticulum protein-containing complex,1.5008059937871447e-07
GO:CC,GO:0031982,vesicle,2.895136097858788e-07
GO:CC,GO:0098803,respiratory chain complex,1.3188217179054925e-06
GO:CC,GO:0005746,mitochondrial respirasome,1.8029313006074312e-06
GO:CC,GO:0070469,respirasome,3.944377550015789e-06
GO:MF,GO:0009055,electron transfer activity,4.502121900140927e-05
GO:MF,GO:0015453,oxidoreduction-driven active transmembrane transporter activity,7.141209220712895e-05
GO:MF,GO:0005515,protein binding,9.733666747406158e-05
GO:MF,GO:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",0.0004162879584216284
GO:MF,GO:0051082,unfolded protein binding,0.00043856745872026767
GO:MF,GO:0008137,NADH dehydrogenase (ubiquinone) activity,0.000938005695747723
GO:MF,GO:0050136,NADH dehydrogenase (quinone) activity,0.001086433208782849
GO:MF,GO:0019899,enzyme binding,0.001127905661920696
GO:MF,GO:0003954,NADH dehydrogenase activity,0.0014409253993438115
GO:MF,GO:0003955,NAD(P)H dehydrogenase (quinone) activity,0.0016505979119920578
KEGG,KEGG:05012,Parkinson disease,5.349454579846106e-08
KEGG,KEGG:04141,Protein processing in endoplasmic reticulum,1.7957141153838256e-06
KEGG,KEGG:05016,Huntington disease,1.9535170139697705e-05
KEGG,KEGG:05022,Pathways of neurodegeneration - multiple diseases,3.08622533933543e-05
KEGG,KEGG:05014,Amyotrophic lateral sclerosis,4.7176955793380054e-05
KEGG,KEGG:00190,Oxidative phosphorylation,7.590984705080669e-05
KEGG,KEGG:05020,Prion disease,0.00011853291588471054
KEGG,KEGG:05010,Alzheimer disease,0.0004441040253521776
KEGG,KEGG:04932,Non-alcoholic fatty liver disease,0.001983921939121242
KEGG,KEGG:05415,Diabetic cardiomyopathy,0.0039287037953015785
