source,native,name,p_value
GO:BP,GO:0006950,response to stress,1.666612797008723e-24
GO:BP,GO:0002376,immune system process,1.1624394161341438e-23
GO:BP,GO:0009605,response to external stimulus,1.7059537149641284e-21
GO:BP,GO:0006952,defense response,1.768569992616406e-20
GO:BP,GO:0006955,immune response,5.703538326082e-20
GO:BP,GO:0006954,inflammatory response,1.0658541391412399e-19
GO:BP,GO:0044419,biological process involved in interspecies interaction between organisms,1.6202939823691269e-18
GO:BP,GO:0009607,response to biotic stimulus,2.758434849439363e-18
GO:BP,GO:0051707,response to other organism,4.1830239231994465e-18
GO:BP,GO:0043207,response to external biotic stimulus,4.619748598885587e-18
GO:CC,GO:0031982,vesicle,2.1957062788365832e-24
GO:CC,GO:0070062,extracellular exosome,3.294128707629728e-23
GO:CC,GO:1903561,extracellular vesicle,6.832523126634334e-23
GO:CC,GO:0065010,extracellular membrane-bounded organelle,7.041800457038201e-23
GO:CC,GO:0043230,extracellular organelle,7.041800457038201e-23
GO:CC,GO:0005615,extracellular space,5.5976329722317015e-22
GO:CC,GO:0005576,extracellular region,7.626454659637103e-22
GO:CC,GO:0030141,secretory granule,1.5075892486353044e-18
GO:CC,GO:0031410,cytoplasmic vesicle,2.023976234088402e-18
GO:CC,GO:0097708,intracellular vesicle,2.2854124206378772e-18
GO:MF,GO:0005515,protein binding,6.562139145349196e-10
GO:MF,GO:0005102,signaling receptor binding,0.00010536859844436698
GO:MF,GO:0061134,peptidase regulator activity,0.0005098508810282546
GO:MF,GO:0098772,molecular function regulator activity,0.0005876696671716525
GO:MF,GO:0016504,peptidase activator activity,0.0005889306891414922
GO:MF,GO:0140677,molecular function activator activity,0.0006294499827801281
GO:MF,GO:0005125,cytokine activity,0.0008642313304455595
GO:MF,GO:0050786,RAGE receptor binding,0.0011326070965233387
GO:MF,GO:0042802,identical protein binding,0.0020944325328752936
GO:MF,GO:0035662,Toll-like receptor 4 binding,0.002116895374299224
KEGG,KEGG:04142,Lysosome,4.1747076264063633e-07
KEGG,KEGG:04064,NF-kappa B signaling pathway,1.1778738396676539e-05
KEGG,KEGG:04657,IL-17 signaling pathway,3.4249495140112854e-05
KEGG,KEGG:04210,Apoptosis,0.000250716232334048
KEGG,KEGG:05133,Pertussis,0.0004496420991871531
KEGG,KEGG:05134,Legionellosis,0.003745752862874696
KEGG,KEGG:04380,Osteoclast differentiation,0.007054747691404916
KEGG,KEGG:05323,Rheumatoid arthritis,0.010660154967276157
KEGG,KEGG:04936,Alcoholic liver disease,0.013014099271227509
KEGG,KEGG:05152,Tuberculosis,0.016569269020281576
